Description,trans_date,Quantity,day_of_week,month
PARTY BUNTING,2011-03-24,17,3,3
PARTY BUNTING,2011-03-25,22,4,3
PARTY BUNTING,2011-03-27,36,6,3
PARTY BUNTING,2011-03-28,33,0,3
PARTY BUNTING,2011-03-29,74,1,3
PARTY BUNTING,2011-03-30,125,2,3
PARTY BUNTING,2011-03-31,5,3,3
PARTY BUNTING,2011-04-01,16,4,4
PARTY BUNTING,2011-04-03,13,6,4
PARTY BUNTING,2011-04-04,35,0,4
PARTY BUNTING,2011-04-05,30,1,4
PARTY BUNTING,2011-04-06,28,2,4
PARTY BUNTING,2011-04-07,124,3,4
PARTY BUNTING,2011-04-08,169,4,4
PARTY BUNTING,2011-04-10,31,6,4
PARTY BUNTING,2011-04-11,90,0,4
PARTY BUNTING,2011-04-12,123,1,4
PARTY BUNTING,2011-04-13,30,2,4
PARTY BUNTING,2011-04-14,157,3,4
PARTY BUNTING,2011-04-15,27,4,4
PARTY BUNTING,2011-04-17,20,6,4
PARTY BUNTING,2011-04-18,75,0,4
PARTY BUNTING,2011-04-19,95,1,4
PARTY BUNTING,2011-04-20,178,2,4
PARTY BUNTING,2011-04-21,202,3,4
PARTY BUNTING,2011-04-26,56,1,4
PARTY BUNTING,2011-04-27,92,2,4
PARTY BUNTING,2011-04-28,20,3,4
PARTY BUNTING,2011-05-01,19,6,5
PARTY BUNTING,2011-05-03,148,1,5
PARTY BUNTING,2011-05-04,216,2,5
PARTY BUNTING,2011-05-05,149,3,5
PARTY BUNTING,2011-05-06,115,4,5
PARTY BUNTING,2011-05-08,201,6,5
PARTY BUNTING,2011-05-09,141,0,5
PARTY BUNTING,2011-05-10,277,1,5
PARTY BUNTING,2011-05-11,59,2,5
PARTY BUNTING,2011-05-12,161,3,5
PARTY BUNTING,2011-05-13,8,4,5
PARTY BUNTING,2011-05-15,7,6,5
PARTY BUNTING,2011-05-16,134,0,5
PARTY BUNTING,2011-05-17,128,1,5
PARTY BUNTING,2011-05-18,74,2,5
PARTY BUNTING,2011-05-19,81,3,5
PARTY BUNTING,2011-05-20,181,4,5
PARTY BUNTING,2011-05-22,77,6,5
PARTY BUNTING,2011-05-23,176,0,5
PARTY BUNTING,2011-05-24,95,1,5
PARTY BUNTING,2011-05-25,178,2,5
PARTY BUNTING,2011-05-26,56,3,5
PARTY BUNTING,2011-05-27,169,4,5
PARTY BUNTING,2011-05-29,8,6,5
PARTY BUNTING,2011-05-31,161,1,5
PARTY BUNTING,2011-06-01,124,2,6
PARTY BUNTING,2011-06-02,23,3,6
PARTY BUNTING,2011-06-03,18,4,6
PARTY BUNTING,2011-06-05,50,6,6
PARTY BUNTING,2011-06-06,30,0,6
PARTY BUNTING,2011-06-07,38,1,6
PARTY BUNTING,2011-06-08,269,2,6
PARTY BUNTING,2011-06-09,75,3,6
PARTY BUNTING,2011-06-10,68,4,6
PARTY BUNTING,2011-06-12,20,6,6
PARTY BUNTING,2011-06-13,25,0,6
PARTY BUNTING,2011-06-14,93,1,6
PARTY BUNTING,2011-06-15,96,2,6
PARTY BUNTING,2011-06-16,32,3,6
PARTY BUNTING,2011-06-17,90,4,6
PARTY BUNTING,2011-06-19,76,6,6
PARTY BUNTING,2011-06-20,320,0,6
PARTY BUNTING,2011-06-21,57,1,6
PARTY BUNTING,2011-06-22,39,2,6
PARTY BUNTING,2011-06-23,48,3,6
PARTY BUNTING,2011-06-24,86,4,6
PARTY BUNTING,2011-06-27,14,0,6
PARTY BUNTING,2011-06-28,22,1,6
PARTY BUNTING,2011-06-29,31,2,6
PARTY BUNTING,2011-06-30,73,3,6
PARTY BUNTING,2011-07-01,24,4,7
PARTY BUNTING,2011-07-03,24,6,7
PARTY BUNTING,2011-07-04,59,0,7
PARTY BUNTING,2011-07-05,193,1,7
PARTY BUNTING,2011-07-06,30,2,7
PARTY BUNTING,2011-07-07,291,3,7
PARTY BUNTING,2011-07-08,190,4,7
PARTY BUNTING,2011-07-10,2,6,7
PARTY BUNTING,2011-07-11,134,0,7
PARTY BUNTING,2011-07-12,16,1,7
PARTY BUNTING,2011-07-13,28,2,7
PARTY BUNTING,2011-07-14,57,3,7
PARTY BUNTING,2011-07-15,74,4,7
PARTY BUNTING,2011-07-17,17,6,7
PARTY BUNTING,2011-07-18,86,0,7
PARTY BUNTING,2011-07-19,235,1,7
PARTY BUNTING,2011-07-20,245,2,7
PARTY BUNTING,2011-07-21,136,3,7
PARTY BUNTING,2011-07-22,68,4,7
PARTY BUNTING,2011-07-24,28,6,7
PARTY BUNTING,2011-07-25,24,0,7
PARTY BUNTING,2011-07-26,49,1,7
PARTY BUNTING,2011-07-27,150,2,7
PARTY BUNTING,2011-07-28,81,3,7
PARTY BUNTING,2011-07-29,38,4,7
PARTY BUNTING,2011-07-31,26,6,7
PARTY BUNTING,2011-08-01,20,0,8
PARTY BUNTING,2011-08-02,20,1,8
PARTY BUNTING,2011-08-03,48,2,8
PARTY BUNTING,2011-08-04,221,3,8
PARTY BUNTING,2011-08-05,18,4,8
PARTY BUNTING,2011-08-07,15,6,8
PARTY BUNTING,2011-08-08,52,0,8
PARTY BUNTING,2011-08-09,46,1,8
PARTY BUNTING,2011-08-10,80,2,8
PARTY BUNTING,2011-08-11,78,3,8
PARTY BUNTING,2011-08-12,8,4,8
PARTY BUNTING,2011-08-15,16,0,8
PARTY BUNTING,2011-08-16,39,1,8
PARTY BUNTING,2011-08-17,115,2,8
PARTY BUNTING,2011-08-18,112,3,8
PARTY BUNTING,2011-08-19,46,4,8
PARTY BUNTING,2011-08-21,43,6,8
PARTY BUNTING,2011-08-22,27,0,8
PARTY BUNTING,2011-08-23,119,1,8
PARTY BUNTING,2011-08-24,56,2,8
PARTY BUNTING,2011-08-25,124,3,8
PARTY BUNTING,2011-08-26,41,4,8
PARTY BUNTING,2011-08-28,9,6,8
PARTY BUNTING,2011-08-30,26,1,8
PARTY BUNTING,2011-09-01,64,3,9
PARTY BUNTING,2011-09-02,12,4,9
PARTY BUNTING,2011-09-04,39,6,9
PARTY BUNTING,2011-09-05,109,0,9
PARTY BUNTING,2011-09-06,66,1,9
PARTY BUNTING,2011-09-07,8,2,9
PARTY BUNTING,2011-09-08,8,3,9
PARTY BUNTING,2011-09-09,7,4,9
PARTY BUNTING,2011-09-11,27,6,9
PARTY BUNTING,2011-09-12,18,0,9
PARTY BUNTING,2011-09-13,71,1,9
PARTY BUNTING,2011-09-14,25,2,9
PARTY BUNTING,2011-09-15,160,3,9
PARTY BUNTING,2011-09-16,11,4,9
PARTY BUNTING,2011-09-18,15,6,9
PARTY BUNTING,2011-09-19,7,0,9
PARTY BUNTING,2011-09-20,12,1,9
PARTY BUNTING,2011-09-21,12,2,9
PARTY BUNTING,2011-09-22,53,3,9
PARTY BUNTING,2011-09-23,9,4,9
PARTY BUNTING,2011-09-25,30,6,9
PARTY BUNTING,2011-09-26,11,0,9
PARTY BUNTING,2011-09-27,38,1,9
PARTY BUNTING,2011-09-28,74,2,9
PARTY BUNTING,2011-09-29,32,3,9
PARTY BUNTING,2011-09-30,30,4,9
PARTY BUNTING,2011-10-02,10,6,10
PARTY BUNTING,2011-10-03,27,0,10
PARTY BUNTING,2011-10-04,21,1,10
PARTY BUNTING,2011-10-05,35,2,10
PARTY BUNTING,2011-10-06,17,3,10
PARTY BUNTING,2011-10-07,44,4,10
PARTY BUNTING,2011-10-10,2,0,10
PARTY BUNTING,2011-10-11,12,1,10
PARTY BUNTING,2011-10-12,16,2,10
PARTY BUNTING,2011-10-13,29,3,10
PARTY BUNTING,2011-10-14,4,4,10
PARTY BUNTING,2011-10-16,14,6,10
PARTY BUNTING,2011-10-17,15,0,10
PARTY BUNTING,2011-10-18,121,1,10
PARTY BUNTING,2011-10-19,8,2,10
PARTY BUNTING,2011-10-20,24,3,10
PARTY BUNTING,2011-10-21,8,4,10
PARTY BUNTING,2011-10-24,2,0,10
PARTY BUNTING,2011-10-25,24,1,10
PARTY BUNTING,2011-10-26,7,2,10
PARTY BUNTING,2011-10-27,28,3,10
PARTY BUNTING,2011-10-28,4,4,10
PARTY BUNTING,2011-10-30,5,6,10
PARTY BUNTING,2011-10-31,24,0,10
PARTY BUNTING,2011-11-01,5,1,11
PARTY BUNTING,2011-11-02,8,2,11
PARTY BUNTING,2011-11-03,4,3,11
PARTY BUNTING,2011-11-04,24,4,11
PARTY BUNTING,2011-11-06,14,6,11
PARTY BUNTING,2011-11-07,18,0,11
PARTY BUNTING,2011-11-08,4,1,11
PARTY BUNTING,2011-11-09,29,2,11
PARTY BUNTING,2011-11-10,40,3,11
PARTY BUNTING,2011-11-11,18,4,11
PARTY BUNTING,2011-11-13,6,6,11
PARTY BUNTING,2011-11-14,3,0,11
PARTY BUNTING,2011-11-15,54,1,11
PARTY BUNTING,2011-11-16,108,2,11
PARTY BUNTING,2011-11-17,18,3,11
PARTY BUNTING,2011-11-18,9,4,11
PARTY BUNTING,2011-11-20,10,6,11
PARTY BUNTING,2011-11-21,324,0,11
PARTY BUNTING,2011-11-23,32,2,11
PARTY BUNTING,2011-11-24,55,3,11
PARTY BUNTING,2011-11-25,12,4,11
PARTY BUNTING,2011-11-27,2,6,11
PARTY BUNTING,2011-11-28,9,0,11
PARTY BUNTING,2011-11-29,5,1,11
PARTY BUNTING,2011-11-30,10,2,11
PARTY BUNTING,2011-12-01,8,3,12
PARTY BUNTING,2011-12-02,29,4,12
PARTY BUNTING,2011-12-04,10,6,12
PARTY BUNTING,2011-12-05,14,0,12
PARTY BUNTING,2011-12-06,16,1,12
PARTY BUNTING,2011-12-07,3,2,12
PARTY BUNTING,2011-12-08,14,3,12
POSTAGE,2010-12-01,5,2,12
POSTAGE,2010-12-02,1,3,12
POSTAGE,2010-12-03,15,4,12
POSTAGE,2010-12-05,23,6,12
POSTAGE,2010-12-06,2,0,12
POSTAGE,2010-12-07,12,1,12
POSTAGE,2010-12-08,14,2,12
POSTAGE,2010-12-09,26,3,12
POSTAGE,2010-12-10,31,4,12
POSTAGE,2010-12-13,5,0,12
POSTAGE,2010-12-14,1,1,12
POSTAGE,2010-12-16,6,3,12
POSTAGE,2010-12-17,45,4,12
POSTAGE,2010-12-19,4,6,12
POSTAGE,2010-12-20,13,0,12
POSTAGE,2010-12-21,7,1,12
POSTAGE,2010-12-22,3,2,12
POSTAGE,2010-12-23,7,3,12
POSTAGE,2011-01-04,5,1,1
POSTAGE,2011-01-05,7,2,1
POSTAGE,2011-01-06,5,3,1
POSTAGE,2011-01-07,27,4,1
POSTAGE,2011-01-09,5,6,1
POSTAGE,2011-01-10,11,0,1
POSTAGE,2011-01-11,17,1,1
POSTAGE,2011-01-12,16,2,1
POSTAGE,2011-01-13,12,3,1
POSTAGE,2011-01-14,15,4,1
POSTAGE,2011-01-17,13,0,1
POSTAGE,2011-01-18,22,1,1
POSTAGE,2011-01-19,7,2,1
POSTAGE,2011-01-20,8,3,1
POSTAGE,2011-01-21,4,4,1
POSTAGE,2011-01-23,6,6,1
POSTAGE,2011-01-24,12,0,1
POSTAGE,2011-01-25,12,1,1
POSTAGE,2011-01-26,11,2,1
POSTAGE,2011-01-27,5,3,1
POSTAGE,2011-01-28,9,4,1
POSTAGE,2011-01-31,21,0,1
POSTAGE,2011-02-01,10,1,2
POSTAGE,2011-02-02,5,2,2
POSTAGE,2011-02-03,18,3,2
POSTAGE,2011-02-04,10,4,2
POSTAGE,2011-02-08,12,1,2
POSTAGE,2011-02-09,11,2,2
POSTAGE,2011-02-10,3,3,2
POSTAGE,2011-02-11,1,4,2
POSTAGE,2011-02-14,7,0,2
POSTAGE,2011-02-15,2,1,2
POSTAGE,2011-02-16,7,2,2
POSTAGE,2011-02-17,13,3,2
POSTAGE,2011-02-18,6,4,2
POSTAGE,2011-02-21,18,0,2
POSTAGE,2011-02-23,5,2,2
POSTAGE,2011-02-24,1,3,2
POSTAGE,2011-02-25,10,4,2
POSTAGE,2011-02-27,1,6,2
POSTAGE,2011-02-28,14,0,2
POSTAGE,2011-03-01,11,1,3
POSTAGE,2011-03-03,11,3,3
POSTAGE,2011-03-04,7,4,3
POSTAGE,2011-03-07,2,0,3
POSTAGE,2011-03-08,5,1,3
POSTAGE,2011-03-09,4,2,3
POSTAGE,2011-03-11,7,4,3
POSTAGE,2011-03-13,2,6,3
POSTAGE,2011-03-14,8,0,3
POSTAGE,2011-03-15,3,1,3
POSTAGE,2011-03-16,11,2,3
POSTAGE,2011-03-17,9,3,3
POSTAGE,2011-03-18,16,4,3
POSTAGE,2011-03-20,8,6,3
POSTAGE,2011-03-21,2,0,3
POSTAGE,2011-03-22,15,1,3
POSTAGE,2011-03-23,26,2,3
POSTAGE,2011-03-24,15,3,3
POSTAGE,2011-03-25,39,4,3
POSTAGE,2011-03-27,2,6,3
POSTAGE,2011-03-28,16,0,3
POSTAGE,2011-03-30,16,2,3
POSTAGE,2011-03-31,3,3,3
POSTAGE,2011-04-01,8,4,4
POSTAGE,2011-04-04,8,0,4
POSTAGE,2011-04-05,1,1,4
POSTAGE,2011-04-07,7,3,4
POSTAGE,2011-04-08,6,4,4
POSTAGE,2011-04-10,3,6,4
POSTAGE,2011-04-11,8,0,4
POSTAGE,2011-04-12,2,1,4
POSTAGE,2011-04-14,17,3,4
POSTAGE,2011-04-15,8,4,4
POSTAGE,2011-04-17,2,6,4
POSTAGE,2011-04-18,2,0,4
POSTAGE,2011-04-19,19,1,4
POSTAGE,2011-04-20,6,2,4
POSTAGE,2011-04-21,10,3,4
POSTAGE,2011-04-26,5,1,4
POSTAGE,2011-04-27,9,2,4
POSTAGE,2011-04-28,14,3,4
POSTAGE,2011-05-01,8,6,5
POSTAGE,2011-05-03,11,1,5
POSTAGE,2011-05-04,14,2,5
POSTAGE,2011-05-05,8,3,5
POSTAGE,2011-05-06,7,4,5
POSTAGE,2011-05-08,6,6,5
POSTAGE,2011-05-09,6,0,5
POSTAGE,2011-05-10,8,1,5
POSTAGE,2011-05-11,11,2,5
POSTAGE,2011-05-12,20,3,5
POSTAGE,2011-05-13,7,4,5
POSTAGE,2011-05-15,1,6,5
POSTAGE,2011-05-16,3,0,5
POSTAGE,2011-05-17,9,1,5
POSTAGE,2011-05-18,12,2,5
POSTAGE,2011-05-19,13,3,5
POSTAGE,2011-05-20,11,4,5
POSTAGE,2011-05-22,15,6,5
POSTAGE,2011-05-23,16,0,5
POSTAGE,2011-05-24,4,1,5
POSTAGE,2011-05-25,11,2,5
POSTAGE,2011-05-26,9,3,5
POSTAGE,2011-05-27,12,4,5
POSTAGE,2011-05-29,4,6,5
POSTAGE,2011-05-31,17,1,5
POSTAGE,2011-06-01,5,2,6
POSTAGE,2011-06-02,1,3,6
POSTAGE,2011-06-03,3,4,6
POSTAGE,2011-06-05,33,6,6
POSTAGE,2011-06-06,12,0,6
POSTAGE,2011-06-07,3,1,6
POSTAGE,2011-06-08,13,2,6
POSTAGE,2011-06-09,22,3,6
POSTAGE,2011-06-10,8,4,6
POSTAGE,2011-06-12,5,6,6
POSTAGE,2011-06-13,28,0,6
POSTAGE,2011-06-15,12,2,6
POSTAGE,2011-06-16,14,3,6
POSTAGE,2011-06-17,6,4,6
POSTAGE,2011-06-19,4,6,6
POSTAGE,2011-06-20,24,0,6
POSTAGE,2011-06-21,6,1,6
POSTAGE,2011-06-22,8,2,6
POSTAGE,2011-06-23,9,3,6
POSTAGE,2011-06-24,8,4,6
POSTAGE,2011-06-26,4,6,6
POSTAGE,2011-06-27,1,0,6
POSTAGE,2011-06-28,1,1,6
POSTAGE,2011-06-30,8,3,6
POSTAGE,2011-07-01,3,4,7
POSTAGE,2011-07-04,3,0,7
POSTAGE,2011-07-05,4,1,7
POSTAGE,2011-07-06,12,2,7
POSTAGE,2011-07-07,11,3,7
POSTAGE,2011-07-08,11,4,7
POSTAGE,2011-07-11,8,0,7
POSTAGE,2011-07-12,9,1,7
POSTAGE,2011-07-13,10,2,7
POSTAGE,2011-07-14,13,3,7
POSTAGE,2011-07-15,10,4,7
POSTAGE,2011-07-17,3,6,7
POSTAGE,2011-07-18,1,0,7
POSTAGE,2011-07-19,9,1,7
POSTAGE,2011-07-20,9,2,7
POSTAGE,2011-07-21,17,3,7
POSTAGE,2011-07-22,7,4,7
POSTAGE,2011-07-24,6,6,7
POSTAGE,2011-07-25,22,0,7
POSTAGE,2011-07-26,1,1,7
POSTAGE,2011-07-27,13,2,7
POSTAGE,2011-07-28,11,3,7
POSTAGE,2011-07-29,3,4,7
POSTAGE,2011-07-31,9,6,7
POSTAGE,2011-08-01,6,0,8
POSTAGE,2011-08-02,13,1,8
POSTAGE,2011-08-03,9,2,8
POSTAGE,2011-08-04,20,3,8
POSTAGE,2011-08-05,15,4,8
POSTAGE,2011-08-08,5,0,8
POSTAGE,2011-08-09,1,1,8
POSTAGE,2011-08-10,10,2,8
POSTAGE,2011-08-11,6,3,8
POSTAGE,2011-08-12,9,4,8
POSTAGE,2011-08-15,6,0,8
POSTAGE,2011-08-16,4,1,8
POSTAGE,2011-08-17,10,2,8
POSTAGE,2011-08-18,4,3,8
POSTAGE,2011-08-19,22,4,8
POSTAGE,2011-08-21,5,6,8
POSTAGE,2011-08-22,10,0,8
POSTAGE,2011-08-23,11,1,8
POSTAGE,2011-08-24,14,2,8
POSTAGE,2011-08-25,22,3,8
POSTAGE,2011-08-26,11,4,8
POSTAGE,2011-08-30,3,1,8
POSTAGE,2011-08-31,21,2,8
POSTAGE,2011-09-01,2,3,9
POSTAGE,2011-09-02,13,4,9
POSTAGE,2011-09-04,9,6,9
POSTAGE,2011-09-05,16,0,9
POSTAGE,2011-09-06,11,1,9
POSTAGE,2011-09-07,8,2,9
POSTAGE,2011-09-08,12,3,9
POSTAGE,2011-09-09,14,4,9
POSTAGE,2011-09-11,14,6,9
POSTAGE,2011-09-13,3,1,9
POSTAGE,2011-09-14,5,2,9
POSTAGE,2011-09-15,8,3,9
POSTAGE,2011-09-16,8,4,9
POSTAGE,2011-09-19,30,0,9
POSTAGE,2011-09-20,2,1,9
POSTAGE,2011-09-21,18,2,9
POSTAGE,2011-09-22,28,3,9
POSTAGE,2011-09-23,22,4,9
POSTAGE,2011-09-25,7,6,9
POSTAGE,2011-09-26,4,0,9
POSTAGE,2011-09-27,5,1,9
POSTAGE,2011-09-28,18,2,9
POSTAGE,2011-09-29,13,3,9
POSTAGE,2011-09-30,9,4,9
POSTAGE,2011-10-03,2,0,10
POSTAGE,2011-10-04,4,1,10
POSTAGE,2011-10-05,20,2,10
POSTAGE,2011-10-06,36,3,10
POSTAGE,2011-10-07,27,4,10
POSTAGE,2011-10-10,7,0,10
POSTAGE,2011-10-11,13,1,10
POSTAGE,2011-10-12,27,2,10
POSTAGE,2011-10-13,23,3,10
POSTAGE,2011-10-14,13,4,10
POSTAGE,2011-10-17,20,0,10
POSTAGE,2011-10-18,14,1,10
POSTAGE,2011-10-19,17,2,10
POSTAGE,2011-10-20,12,3,10
POSTAGE,2011-10-21,12,4,10
POSTAGE,2011-10-24,2,0,10
POSTAGE,2011-10-25,13,1,10
POSTAGE,2011-10-26,22,2,10
POSTAGE,2011-10-27,18,3,10
POSTAGE,2011-10-28,12,4,10
POSTAGE,2011-10-30,15,6,10
POSTAGE,2011-10-31,9,0,10
POSTAGE,2011-11-01,12,1,11
POSTAGE,2011-11-02,4,2,11
POSTAGE,2011-11-03,15,3,11
POSTAGE,2011-11-04,18,4,11
POSTAGE,2011-11-06,12,6,11
POSTAGE,2011-11-07,13,0,11
POSTAGE,2011-11-08,11,1,11
POSTAGE,2011-11-09,10,2,11
POSTAGE,2011-11-10,16,3,11
POSTAGE,2011-11-11,34,4,11
POSTAGE,2011-11-14,20,0,11
POSTAGE,2011-11-15,12,1,11
POSTAGE,2011-11-16,20,2,11
POSTAGE,2011-11-17,52,3,11
POSTAGE,2011-11-18,40,4,11
POSTAGE,2011-11-20,10,6,11
POSTAGE,2011-11-21,14,0,11
POSTAGE,2011-11-22,22,1,11
POSTAGE,2011-11-23,11,2,11
POSTAGE,2011-11-24,28,3,11
POSTAGE,2011-11-25,19,4,11
POSTAGE,2011-11-28,20,0,11
POSTAGE,2011-11-29,22,1,11
POSTAGE,2011-11-30,25,2,11
POSTAGE,2011-12-01,12,3,12
POSTAGE,2011-12-02,17,4,12
POSTAGE,2011-12-04,13,6,12
POSTAGE,2011-12-05,15,0,12
POSTAGE,2011-12-06,24,1,12
POSTAGE,2011-12-07,21,2,12
POSTAGE,2011-12-08,12,3,12
POSTAGE,2011-12-09,10,4,12
REGENCY CAKESTAND 3 TIER,2010-12-01,28,2,12
REGENCY CAKESTAND 3 TIER,2010-12-02,184,3,12
REGENCY CAKESTAND 3 TIER,2010-12-03,152,4,12
REGENCY CAKESTAND 3 TIER,2010-12-05,92,6,12
REGENCY CAKESTAND 3 TIER,2010-12-06,43,0,12
REGENCY CAKESTAND 3 TIER,2010-12-07,99,1,12
REGENCY CAKESTAND 3 TIER,2010-12-08,61,2,12
REGENCY CAKESTAND 3 TIER,2010-12-09,75,3,12
REGENCY CAKESTAND 3 TIER,2010-12-10,317,4,12
REGENCY CAKESTAND 3 TIER,2010-12-12,53,6,12
REGENCY CAKESTAND 3 TIER,2010-12-13,31,0,12
REGENCY CAKESTAND 3 TIER,2010-12-14,22,1,12
REGENCY CAKESTAND 3 TIER,2010-12-15,150,2,12
REGENCY CAKESTAND 3 TIER,2010-12-16,47,3,12
REGENCY CAKESTAND 3 TIER,2010-12-17,97,4,12
REGENCY CAKESTAND 3 TIER,2010-12-19,16,6,12
REGENCY CAKESTAND 3 TIER,2010-12-20,81,0,12
REGENCY CAKESTAND 3 TIER,2010-12-21,13,1,12
REGENCY CAKESTAND 3 TIER,2010-12-22,1,2,12
REGENCY CAKESTAND 3 TIER,2010-12-23,2,3,12
REGENCY CAKESTAND 3 TIER,2011-01-04,26,1,1
REGENCY CAKESTAND 3 TIER,2011-01-05,20,2,1
REGENCY CAKESTAND 3 TIER,2011-01-06,72,3,1
REGENCY CAKESTAND 3 TIER,2011-01-07,87,4,1
REGENCY CAKESTAND 3 TIER,2011-01-09,32,6,1
REGENCY CAKESTAND 3 TIER,2011-01-10,53,0,1
REGENCY CAKESTAND 3 TIER,2011-01-11,39,1,1
REGENCY CAKESTAND 3 TIER,2011-01-12,32,2,1
REGENCY CAKESTAND 3 TIER,2011-01-13,68,3,1
REGENCY CAKESTAND 3 TIER,2011-01-14,181,4,1
REGENCY CAKESTAND 3 TIER,2011-01-16,9,6,1
REGENCY CAKESTAND 3 TIER,2011-01-17,19,0,1
REGENCY CAKESTAND 3 TIER,2011-01-18,17,1,1
REGENCY CAKESTAND 3 TIER,2011-01-19,1,2,1
REGENCY CAKESTAND 3 TIER,2011-01-20,11,3,1
REGENCY CAKESTAND 3 TIER,2011-01-21,23,4,1
REGENCY CAKESTAND 3 TIER,2011-01-23,35,6,1
REGENCY CAKESTAND 3 TIER,2011-01-24,54,0,1
REGENCY CAKESTAND 3 TIER,2011-01-25,74,1,1
REGENCY CAKESTAND 3 TIER,2011-01-26,18,2,1
REGENCY CAKESTAND 3 TIER,2011-01-27,56,3,1
REGENCY CAKESTAND 3 TIER,2011-01-28,12,4,1
REGENCY CAKESTAND 3 TIER,2011-01-30,3,6,1
REGENCY CAKESTAND 3 TIER,2011-01-31,4,0,1
REGENCY CAKESTAND 3 TIER,2011-02-01,15,1,2
REGENCY CAKESTAND 3 TIER,2011-02-02,29,2,2
REGENCY CAKESTAND 3 TIER,2011-02-03,65,3,2
REGENCY CAKESTAND 3 TIER,2011-02-04,23,4,2
REGENCY CAKESTAND 3 TIER,2011-02-06,3,6,2
REGENCY CAKESTAND 3 TIER,2011-02-07,10,0,2
REGENCY CAKESTAND 3 TIER,2011-02-08,3,1,2
REGENCY CAKESTAND 3 TIER,2011-02-09,4,2,2
REGENCY CAKESTAND 3 TIER,2011-02-10,34,3,2
REGENCY CAKESTAND 3 TIER,2011-02-11,49,4,2
REGENCY CAKESTAND 3 TIER,2011-02-13,19,6,2
REGENCY CAKESTAND 3 TIER,2011-02-14,88,0,2
REGENCY CAKESTAND 3 TIER,2011-02-15,150,1,2
REGENCY CAKESTAND 3 TIER,2011-02-16,43,2,2
REGENCY CAKESTAND 3 TIER,2011-02-17,40,3,2
REGENCY CAKESTAND 3 TIER,2011-02-18,11,4,2
REGENCY CAKESTAND 3 TIER,2011-02-20,53,6,2
REGENCY CAKESTAND 3 TIER,2011-02-21,72,0,2
REGENCY CAKESTAND 3 TIER,2011-02-22,26,1,2
REGENCY CAKESTAND 3 TIER,2011-02-23,23,2,2
REGENCY CAKESTAND 3 TIER,2011-02-24,40,3,2
REGENCY CAKESTAND 3 TIER,2011-02-25,24,4,2
REGENCY CAKESTAND 3 TIER,2011-02-27,4,6,2
REGENCY CAKESTAND 3 TIER,2011-02-28,11,0,2
REGENCY CAKESTAND 3 TIER,2011-03-01,5,1,3
REGENCY CAKESTAND 3 TIER,2011-03-02,221,2,3
REGENCY CAKESTAND 3 TIER,2011-03-03,70,3,3
REGENCY CAKESTAND 3 TIER,2011-03-04,10,4,3
REGENCY CAKESTAND 3 TIER,2011-03-06,19,6,3
REGENCY CAKESTAND 3 TIER,2011-03-07,14,0,3
REGENCY CAKESTAND 3 TIER,2011-03-08,38,1,3
REGENCY CAKESTAND 3 TIER,2011-03-09,51,2,3
REGENCY CAKESTAND 3 TIER,2011-03-10,12,3,3
REGENCY CAKESTAND 3 TIER,2011-03-11,34,4,3
REGENCY CAKESTAND 3 TIER,2011-03-14,38,0,3
REGENCY CAKESTAND 3 TIER,2011-03-15,9,1,3
REGENCY CAKESTAND 3 TIER,2011-03-16,59,2,3
REGENCY CAKESTAND 3 TIER,2011-03-17,60,3,3
REGENCY CAKESTAND 3 TIER,2011-03-18,68,4,3
REGENCY CAKESTAND 3 TIER,2011-03-20,48,6,3
REGENCY CAKESTAND 3 TIER,2011-03-21,43,0,3
REGENCY CAKESTAND 3 TIER,2011-03-22,38,1,3
REGENCY CAKESTAND 3 TIER,2011-03-23,83,2,3
REGENCY CAKESTAND 3 TIER,2011-03-24,28,3,3
REGENCY CAKESTAND 3 TIER,2011-03-25,29,4,3
REGENCY CAKESTAND 3 TIER,2011-03-27,59,6,3
REGENCY CAKESTAND 3 TIER,2011-03-28,29,0,3
REGENCY CAKESTAND 3 TIER,2011-03-29,39,1,3
REGENCY CAKESTAND 3 TIER,2011-03-30,77,2,3
REGENCY CAKESTAND 3 TIER,2011-03-31,114,3,3
REGENCY CAKESTAND 3 TIER,2011-04-01,25,4,4
REGENCY CAKESTAND 3 TIER,2011-04-03,16,6,4
REGENCY CAKESTAND 3 TIER,2011-04-04,58,0,4
REGENCY CAKESTAND 3 TIER,2011-04-05,20,1,4
REGENCY CAKESTAND 3 TIER,2011-04-06,37,2,4
REGENCY CAKESTAND 3 TIER,2011-04-07,99,3,4
REGENCY CAKESTAND 3 TIER,2011-04-08,13,4,4
REGENCY CAKESTAND 3 TIER,2011-04-10,29,6,4
REGENCY CAKESTAND 3 TIER,2011-04-11,51,0,4
REGENCY CAKESTAND 3 TIER,2011-04-12,39,1,4
REGENCY CAKESTAND 3 TIER,2011-04-13,130,2,4
REGENCY CAKESTAND 3 TIER,2011-04-14,94,3,4
REGENCY CAKESTAND 3 TIER,2011-04-15,25,4,4
REGENCY CAKESTAND 3 TIER,2011-04-17,7,6,4
REGENCY CAKESTAND 3 TIER,2011-04-18,18,0,4
REGENCY CAKESTAND 3 TIER,2011-04-19,23,1,4
REGENCY CAKESTAND 3 TIER,2011-04-20,75,2,4
REGENCY CAKESTAND 3 TIER,2011-04-21,35,3,4
REGENCY CAKESTAND 3 TIER,2011-04-26,25,1,4
REGENCY CAKESTAND 3 TIER,2011-04-27,234,2,4
